MSZoning,LotAreaInThousand,LotArea,LotShape,Utilities,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,Heating,CentralAir,Electrical,1stFlrSFInHundred,1stFlrSF,2ndFlrSFInHundred,2ndFlrSF,Functional,GarageType,GarageAreaInHundreds,GarageArea,PavedDrive,YrSold,SaleType,SaleCondition,SalePrice,SalesPriceInThousand
RL,14.559,14559,Reg,AllPub,1Fam,1Story,5,7,1951,GasA,Y,SBrkr,13.63,1363,0,0,Min1,CarPort,2.88,288,Y,2009,WD,Normal,164900,164.9
RL,6.792,6792,IR1,AllPub,TwnhsE,1Story,7,5,2005,GasA,Y,SBrkr,13.68,1368,0,0,Typ,Attchd,4.74,474,Y,2006,New,Partial,202665,202.665
RL,9.1,9100,Reg,AllPub,1Fam,1Story,5,5,1958,GasA,Y,SBrkr,8.64,864,0,0,Typ,Detchd,6.24,624,Y,2006,WD,Normal,129900,129.9
RL,9.187,9187,Reg,AllPub,1Fam,1Story,6,5,1983,GasA,Y,SBrkr,10.8,1080,0,0,Typ,Attchd,4.84,484,Y,2007,WD,Normal,134000,134
RL,10.594,10594,Reg,AllPub,1Fam,1.5Unf,5,5,1926,Grav,N,SBrkr,7.89,789,0,0,Typ,Detchd,2,200,Y,2007,WD,Normal,96500,96.5
RL,12.22,12220,Reg,AllPub,1Fam,1Story,10,5,2009,GasA,Y,SBrkr,20.2,2020,0,0,Typ,Attchd,9,900,Y,2009,New,Partial,402861,402.861
RL,10.448,10448,IR1,AllPub,1Fam,SLvl,6,6,1972,GasA,Y,SBrkr,13.78,1378,7.41,741,Typ,Attchd,5.83,583,Y,2009,COD,Abnorml,158000,158
RL,10.208,10208,IR1,AllPub,1Fam,2Story,7,5,1996,GasA,Y,SBrkr,12.77,1277,10.67,1067,Typ,Attchd,8.89,889,Y,2009,WD,Normal,265000,265
RL,9.531,9531,IR1,AllPub,1Fam,2Story,6,5,1998,GasA,Y,SBrkr,8.82,882,9.14,914,Typ,Attchd,5.46,546,Y,2007,WD,Normal,211000,211
RL,10.918,10918,Reg,AllPub,1Fam,2Story,7,9,1926,GasA,Y,SBrkr,12.76,1276,8.04,804,Typ,Detchd,2.82,282,Y,2009,WD,Normal,234000,234
RL,10.8,10800,Reg,AllPub,2fmCon,2Story,4,7,1900,GasA,N,FuseA,6.94,694,6,600,Typ,NA,0,0,N,2008,WD,Normal,106250,106.25
RL,11.988,11988,IR1,AllPub,1Fam,1Story,6,6,1957,GasA,Y,FuseA,12.44,1244,0,0,Typ,Attchd,3.36,336,Y,2007,WD,Normal,150000,150
RM,5,5000,Reg,AllPub,1Fam,1.5Fin,6,7,1947,GasA,Y,SBrkr,10.04,1004,6.6,660,Typ,Detchd,4.2,420,Y,2006,WD,Normal,159000,159
RL,40.094,40094,IR1,AllPub,1Fam,2Story,10,5,2007,GasA,Y,SBrkr,31.38,3138,15.38,1538,Typ,BuiltIn,8.84,884,Y,2007,New,Partial,184750,184.75
RL,11.787,11787,IR1,AllPub,1Fam,2Story,7,5,1996,GasA,Y,SBrkr,13.83,1383,10.15,1015,Typ,Attchd,8.34,834,Y,2007,WD,Normal,315750,315.75
FV,7.5,7500,Reg,AllPub,1Fam,1Story,7,5,2005,GasA,Y,SBrkr,12.66,1266,0,0,Typ,Attchd,4.53,453,Y,2006,WD,Normal,176000,176
RL,13.3,13300,Reg,AllPub,1Fam,1Story,5,7,1956,GasA,Y,SBrkr,9.28,928,0,0,Typ,Attchd,2.52,252,Y,2007,WD,Normal,132000,132
RL,14.948,14948,IR1,AllPub,1Fam,2Story,9,5,2008,GasA,Y,SBrkr,14.76,1476,12.37,1237,Typ,Attchd,8.58,858,Y,2008,New,Partial,446261,446.261
RL,9.098,9098,IR1,AllPub,1Fam,1Story,4,7,1920,GasA,Y,SBrkr,6.05,605,0,0,Typ,NA,0,0,N,2007,WD,Normal,86000,86
RL,32.668,32668,IR1,AllPub,1Fam,1Story,6,3,1957,GasA,Y,SBrkr,25.15,2515,0,0,Maj1,Attchd,4.84,484,Y,2007,WD,Alloca,200624,200.624
RL,10.2,10200,Reg,AllPub,1Fam,SLvl,6,5,1988,GasA,Y,SBrkr,15.09,1509,0,0,Typ,Attchd,6,600,Y,2008,WD,Abnorml,175000,175
RM,6.155,6155,IR1,AllPub,1Fam,2Story,6,8,1920,GasA,Y,SBrkr,7.51,751,6.11,611,Typ,Detchd,5.02,502,Y,2008,WD,Normal,128000,128
RL,7.2,7200,Reg,AllPub,1Fam,1Story,5,7,1955,GasA,Y,SBrkr,8.27,827,0,0,Mod,Detchd,3.92,392,Y,2010,WD,Normal,107500,107.5
RL,5,5000,Reg,AllPub,1Fam,1Story,1,3,1946,GasA,N,FuseF,3.34,334,0,0,Typ,NA,0,0,N,2007,WD,Normal,39300,39.3
RL,9.056,9056,IR1,AllPub,1Fam,2Story,8,5,2004,GasA,Y,SBrkr,7.07,707,7.07,707,Typ,Attchd,4.03,403,Y,2006,WD,Normal,178000,178
RL,7,7000,Reg,AllPub,2fmCon,2Story,5,7,1910,GasA,Y,SBrkr,8.2,820,5.27,527,Typ,NA,0,0,N,2008,WD,Normal,107500,107.5
RL,8.924,8924,IR1,AllPub,1Fam,2Story,7,5,1998,GasA,Y,SBrkr,8.8,880,8.44,844,Typ,Attchd,5.27,527,Y,2008,WD,Normal,188000,188
RL,12.735,12735,IR1,AllPub,1Fam,1Story,4,5,1972,GasA,Y,SBrkr,8.64,864,0,0,Typ,Detchd,5.76,576,Y,2008,COD,Normal,111250,111.25
RL,11.553,11553,IR1,AllPub,1Fam,1Story,5,5,1968,GasA,Y,SBrkr,11.59,1159,0,0,Typ,Attchd,3.36,336,Y,2006,WD,Normal,158000,158
RL,11.423,11423,Reg,AllPub,1Fam,1Story,8,5,2001,GasA,Y,SBrkr,16.01,1601,0,0,Typ,Attchd,6.7,670,Y,2010,WD,Normal,272000,272
RL,14.601,14601,Reg,AllPub,1Fam,1Story,9,5,2006,GasA,Y,SBrkr,18.38,1838,0,0,Typ,Attchd,7.65,765,Y,2009,WD,Normal,315000,315
RL,11,11000,Reg,AllPub,1Fam,2Story,8,5,2000,GasA,Y,SBrkr,9.97,997,12.88,1288,Typ,BuiltIn,6.48,648,Y,2007,WD,Normal,248000,248
RL,10.14,10140,Reg,AllPub,1Fam,1Story,7,5,1998,GasA,Y,SBrkr,16.8,1680,0,0,Maj1,Attchd,5.83,583,Y,2009,WD,Normal,213250,213.25
RH,4.058,4058,Reg,AllPub,TwnhsE,SFoyer,7,5,1998,GasA,Y,SBrkr,7.67,767,0,0,Typ,Attchd,3.67,367,Y,2007,WD,Normal,133000,133
RL,17.104,17104,IR1,AllPub,1Fam,2Story,7,5,2006,GasA,Y,SBrkr,6.64,664,8.32,832,Typ,Attchd,4.26,426,Y,2006,New,Partial,179665,179.665
RL,13.837,13837,IR1,AllPub,1Fam,1.5Fin,7,5,1988,GasA,Y,SBrkr,13.77,1377,8.06,806,Typ,Attchd,7.86,786,Y,2006,WD,Normal,229000,229
RL,8.737,8737,IR1,AllPub,1Fam,1.5Fin,6,7,1923,GasA,Y,FuseA,9.15,915,7.2,720,Typ,Detchd,4.4,440,Y,2007,WD,Normal,210000,210
RL,7.244,7244,Reg,AllPub,1Fam,SFoyer,5,7,1970,GasA,Y,SBrkr,7.68,768,0,0,Typ,Detchd,6.24,624,Y,2007,WD,Normal,129500,129.5
RM,8.235,8235,IR1,AllPub,1Fam,1Story,5,7,1955,GasA,Y,SBrkr,8.25,825,0,0,Typ,Detchd,7.2,720,Y,2008,WD,Normal,125000,125
FV,9.375,9375,Reg,AllPub,1Fam,2Story,7,5,2003,GasA,Y,SBrkr,9.12,912,11.82,1182,Typ,BuiltIn,6.15,615,Y,2009,WD,Normal,263000,263
RL,4.043,4043,Reg,AllPub,TwnhsE,1Story,6,6,1977,GasA,Y,SBrkr,10.69,1069,0,0,Typ,Attchd,4.4,440,Y,2008,COD,Abnorml,140000,140
RM,6,6000,Reg,AllPub,1Fam,1Story,5,6,1957,GasA,Y,FuseA,9.28,928,0,0,Typ,Attchd,2.88,288,Y,2008,WD,Normal,112500,112.5
RL,11.146,11146,IR1,AllPub,1Fam,1Story,8,5,2006,GasA,Y,SBrkr,17.17,1717,0,0,Typ,Attchd,9.08,908,Y,2009,WD,Normal,255500,255.5
RL,8.777,8777,Reg,AllPub,1Fam,1Story,4,5,1949,GasA,Y,SBrkr,11.26,1126,0,0,Typ,Detchd,5.2,520,N,2009,WD,Normal,108000,108
RL,10.625,10625,Reg,AllPub,1Fam,2Story,7,5,2003,GasA,Y,SBrkr,10.06,1006,10.4,1040,Typ,BuiltIn,8.71,871,Y,2008,WD,Normal,284000,284
RM,6.38,6380,Reg,AllPub,1Fam,1.5Unf,5,6,1922,GasA,Y,FuseA,10.48,1048,0,0,Typ,Detchd,2.8,280,Y,2006,WD,Normal,113000,113
RL,14.85,14850,IR1,AllPub,1Fam,1Story,5,5,1957,GasA,Y,FuseA,10.92,1092,0,0,Typ,Attchd,2.99,299,Y,2006,WD,Normal,141000,141
C (all),11.04,11040,Reg,AllPub,1Fam,1.5Fin,4,6,1920,GasA,Y,SBrkr,8.97,897,4.39,439,Typ,CarPort,5.7,570,Y,2006,COD,Normal,108000,108
RL,21.872,21872,IR2,AllPub,1Fam,2Story,7,5,1996,GasA,Y,SBrkr,7.29,729,7.17,717,Typ,Attchd,4.06,406,Y,2008,WD,Normal,175000,175
RL,3.196,3196,Reg,AllPub,TwnhsE,1Story,7,5,2003,GasA,Y,SBrkr,15.57,1557,0,0,Typ,Attchd,4.2,420,Y,2006,WD,Normal,234000,234
RL,11.341,11341,IR1,AllPub,1Fam,1Story,5,6,1957,GasA,Y,SBrkr,13.92,1392,0,0,Mod,Detchd,5.28,528,Y,2010,WD,Normal,121500,121.5
RL,10.01,10010,Reg,AllPub,1Fam,1Story,5,5,1974,GasA,Y,SBrkr,13.89,1389,0,0,Typ,Attchd,4.18,418,Y,2006,WD,Normal,170000,170
RL,13.907,13907,Reg,AllPub,1Fam,1Story,5,6,1940,GasA,Y,SBrkr,9.96,996,0,0,Typ,NA,0,0,Y,2008,WD,Normal,108000,108
RL,21.78,21780,Reg,AllPub,1Fam,1.5Fin,6,7,1918,GasA,Y,SBrkr,11.63,1163,5.11,511,Typ,Detchd,3.96,396,N,2008,WD,Normal,185000,185
RL,13.346,13346,IR1,AllPub,1Fam,2Story,7,5,1992,GasA,Y,SBrkr,11.66,1166,11.29,1129,Typ,Attchd,5.9,590,Y,2006,WD,Normal,268000,268
RL,6.858,6858,Reg,AllPub,1Fam,2Story,6,4,1915,GasA,N,FuseF,8.41,841,8.06,806,Typ,Detchd,2.16,216,Y,2010,WD,Normal,128000,128
RL,11.198,11198,IR1,AllPub,1Fam,2Story,9,5,2005,GasA,Y,SBrkr,11.34,1134,13.7,1370,Typ,BuiltIn,6.56,656,Y,2008,WD,Normal,325000,325
RL,10.171,10171,IR1,AllPub,1Fam,1Story,7,5,2004,GasA,Y,SBrkr,15.35,1535,0,0,Typ,Attchd,5.32,532,Y,2010,WD,Normal,214000,214
RL,12.327,12327,IR1,AllPub,1Fam,1.5Fin,8,8,1983,GasA,Y,SBrkr,14.96,1496,6.36,636,Min2,BuiltIn,6.12,612,Y,2009,WD,Normal,316600,316.6
RL,7.032,7032,IR1,AllPub,Duplex,SFoyer,5,5,1979,GasA,Y,SBrkr,9.43,943,0,0,Typ,Detchd,6,600,Y,2006,WD,Normal,135960,135.96
RL,13.101,13101,IR1,AllPub,Duplex,1Story,5,5,1965,GasA,Y,SBrkr,17.28,1728,0,0,Typ,Detchd,5.76,576,Y,2008,WD,Normal,142600,142.6
RL,7.332,7332,Reg,AllPub,1Fam,1Story,6,6,1959,GasA,Y,SBrkr,8.64,864,0,0,Typ,Attchd,2.88,288,Y,2006,WD,Abnorml,120000,120
RL,13.159,13159,IR1,AllPub,1Fam,2Story,7,5,2009,GasA,Y,SBrkr,8.46,846,8.46,846,Typ,Attchd,6.5,650,Y,2009,New,Partial,224500,224.5
RL,9.967,9967,IR1,AllPub,1Fam,SLvl,7,5,2000,GasA,Y,SBrkr,7.74,774,6.56,656,Typ,BuiltIn,4,400,Y,2007,WD,Normal,170000,170
RL,10.5,10500,Reg,AllPub,1Fam,SLvl,5,7,1971,GasA,Y,SBrkr,5.76,576,5.33,533,Typ,BuiltIn,2.88,288,Y,2007,WD,Normal,139000,139
RL,8.48,8480,Reg,AllPub,1Fam,1.5Fin,5,5,1947,GasA,Y,SBrkr,8.32,832,3.84,384,Typ,Detchd,3.36,336,Y,2008,COD,Abnorml,118500,118.5
RL,6.292,6292,Reg,AllPub,1Fam,1.5Fin,7,7,1928,GasA,Y,SBrkr,8.77,877,6,600,Typ,Detchd,2.16,216,Y,2009,WD,Normal,145000,145
RL,11.777,11777,IR1,AllPub,1Fam,SLvl,5,6,1966,GasA,Y,SBrkr,13.2,1320,0,0,Typ,Attchd,5.64,564,Y,2006,WD,Abnorml,164500,164.5
FV,3.604,3604,Reg,AllPub,TwnhsE,2Story,7,5,2007,GasA,Y,SBrkr,7.03,703,6.89,689,Typ,Detchd,5.4,540,Y,2008,WD,Abnorml,146000,146
RM,12.15,12150,Reg,AllPub,1Fam,1.5Fin,5,5,1954,GasA,N,FuseF,10.5,1050,7.45,745,Typ,Attchd,3.52,352,Y,2008,WD,Normal,131500,131.5
RL,14.585,14585,IR1,AllPub,1Fam,1Story,6,6,1960,GasA,Y,SBrkr,14.29,1429,0,0,Typ,Attchd,5.72,572,Y,2007,WD,Normal,181900,181.9
RL,12.704,12704,Reg,AllPub,1Fam,1Story,8,5,2008,GasA,Y,SBrkr,20.42,2042,0,0,Typ,Attchd,13.9,1390,Y,2009,New,Partial,253293,253.293
RL,11.841,11841,Reg,AllPub,Duplex,SFoyer,6,5,1990,GasA,Y,SBrkr,8.16,816,0,0,Typ,NA,0,0,Y,2007,WD,Normal,118500,118.5
RM,13.5,13500,Reg,AllPub,1Fam,2.5Unf,10,9,1893,GasA,Y,SBrkr,15.21,1521,12.54,1254,Typ,Detchd,8.8,880,Y,2008,WD,Normal,325000,325
RM,6.12,6120,Reg,AllPub,1Fam,1.5Fin,4,7,1935,GasA,Y,SBrkr,9.89,989,5.84,584,Typ,Detchd,2.4,240,Y,2009,WD,Normal,133000,133
RL,11.443,11443,Reg,AllPub,1Fam,1Story,8,5,2005,GasA,Y,SBrkr,20.28,2028,0,0,Typ,Attchd,8.8,880,Y,2006,New,Partial,369900,369.9
RL,10.267,10267,Reg,AllPub,1Fam,1Story,6,7,1918,GasA,Y,SBrkr,8.38,838,0,0,Typ,Detchd,2.75,275,N,2008,WD,Normal,130000,130
RL,8.74,8740,IR1,AllPub,1Fam,SFoyer,5,6,1982,GasA,Y,SBrkr,8.6,860,0,0,Typ,Detchd,5.28,528,Y,2009,WD,Normal,137000,137
RL,25.095,25095,IR1,AllPub,1Fam,1Story,5,8,1968,GasA,Y,SBrkr,14.73,1473,0,0,Typ,Attchd,4.52,452,Y,2009,WD,Partial,143000,143
RM,9.1,9100,Reg,AllPub,1Fam,1Story,5,6,1930,GasA,Y,FuseA,7.79,779,0,0,Typ,Detchd,3.08,308,P,2008,WD,Normal,79500,79.5
RL,8.32,8320,Reg,AllPub,1Fam,2Story,7,5,2004,GasA,Y,SBrkr,7.7,770,8.12,812,Typ,Attchd,5.2,520,Y,2008,WD,Normal,185900,185.9
RL,13.478,13478,IR1,AllPub,1Fam,2Story,10,5,2008,GasA,Y,SBrkr,17.28,1728,5.68,568,Typ,BuiltIn,8.42,842,Y,2009,ConLI,Normal,451950,451.95
RL,6.6,6600,Reg,AllPub,1Fam,1Story,5,8,1982,GasA,Y,SBrkr,8.16,816,0,0,Typ,Detchd,8.16,816,Y,2008,WD,Normal,138000,138
RM,4.435,4435,Reg,AllPub,TwnhsE,1Story,6,5,2003,GasA,Y,SBrkr,8.48,848,0,0,Typ,Attchd,4.2,420,Y,2009,WD,Normal,140000,140
RL,7.99,7990,IR1,AllPub,1Fam,1Story,5,6,1975,GasA,Y,SBrkr,9.24,924,0,0,Typ,Detchd,2.8,280,Y,2008,WD,Normal,110000,110
RL,11.302,11302,IR1,AllPub,1Fam,1Story,8,5,2005,GasA,Y,SBrkr,18.26,1826,0,0,Typ,Attchd,7.58,758,Y,2006,New,Partial,319000,319
RM,3.6,3600,Reg,AllPub,1Fam,2Story,6,7,1910,GasA,N,FuseA,6.84,684,6.84,684,Typ,Detchd,2.16,216,N,2006,WD,Normal,114504,114.504
RL,3.922,3922,Reg,AllPub,TwnhsE,1Story,7,5,2006,GasA,Y,SBrkr,14.02,1402,0,0,Typ,Attchd,6.48,648,Y,2007,New,Partial,194201,194.201
RL,12.984,12984,Reg,AllPub,1Fam,1Story,5,6,1977,GasA,Y,SBrkr,16.47,1647,0,0,Typ,Attchd,6.21,621,Y,2006,WD,Normal,217500,217.5
RM,1.95,1950,Reg,AllPub,Twnhs,2Story,6,6,1980,GasA,Y,SBrkr,7.16,716,8.4,840,Typ,Attchd,4.52,452,Y,2008,COD,Normal,151000,151
RL,10.927,10927,Reg,AllPub,1Fam,2Story,8,5,2005,GasA,Y,SBrkr,10.58,1058,8.46,846,Typ,BuiltIn,7.36,736,Y,2006,WD,Normal,275000,275
RM,9,9000,Reg,AllPub,1Fam,1.5Fin,6,6,1937,GasA,Y,SBrkr,7.8,780,5.95,595,Typ,Detchd,5.44,544,P,2007,WD,Normal,141000,141
RL,10.041,10041,IR1,AllPub,1Fam,2Story,8,5,1992,GasA,Y,SBrkr,9.27,927,9.88,988,Typ,Attchd,5.06,506,Y,2006,WD,Abnorml,220000,220
FV,3.182,3182,Reg,AllPub,TwnhsE,2Story,7,5,2004,GasA,Y,SBrkr,6,600,6,600,Typ,Detchd,4.8,480,Y,2010,WD,Normal,151000,151
RL,12.803,12803,IR1,AllPub,1Fam,1Story,7,5,2002,GasA,Y,SBrkr,14.94,1494,0,0,Typ,Attchd,5.3,530,Y,2008,WD,Normal,221000,221
RL,13.6,13600,Reg,AllPub,1Fam,2Story,7,6,1965,GasA,Y,SBrkr,11.86,1186,8,800,Typ,Attchd,4.86,486,Y,2009,WD,Normal,205000,205
RL,12.464,12464,IR2,AllPub,1Fam,1Story,5,5,1996,GasA,Y,SBrkr,10.4,1040,0,0,Typ,Detchd,5.76,576,Y,2009,WD,Normal,152000,152
RL,7.8,7800,Reg,AllPub,1Fam,2Story,5,8,1948,GasA,Y,SBrkr,11.12,1112,8.96,896,Typ,Attchd,2.3,230,Y,2006,WD,Normal,225000,225
RL,12.168,12168,Reg,AllPub,1Fam,2Story,8,6,1934,GasA,Y,SBrkr,19.4,1940,12.54,1254,Typ,Basment,3.8,380,Y,2007,WD,Alloca,359100,359.1
RL,7.943,7943,Reg,AllPub,1Fam,1Story,4,5,1961,GasA,Y,SBrkr,10.29,1029,0,0,Typ,Attchd,2.61,261,Y,2007,WD,Normal,118500,118.5
RL,11.05,11050,Reg,AllPub,1Fam,2Story,9,5,2000,GasA,Y,SBrkr,14.76,1476,6.77,677,Typ,Attchd,7.36,736,Y,2009,WD,Normal,313000,313
RL,10.395,10395,IR1,AllPub,1Fam,SLvl,6,6,1978,GasA,Y,SBrkr,10.32,1032,0,0,Typ,Attchd,5.64,564,Y,2007,WD,Normal,148000,148
RL,11.885,11885,Reg,AllPub,1Fam,2Story,8,5,2001,GasA,Y,SBrkr,12.99,1299,5.73,573,Typ,BuiltIn,5.31,531,Y,2009,WD,Normal,261500,261.5
RL,8.402,8402,Reg,AllPub,1Fam,1Story,5,5,2007,GasA,Y,SBrkr,11.2,1120,0,0,Typ,NA,0,0,Y,2007,New,Partial,147000,147
RM,1.491,1491,Reg,AllPub,TwnhsE,SFoyer,4,6,1972,GasA,Y,SBrkr,6.3,630,0,0,Typ,NA,0,0,Y,2010,WD,Normal,75500,75.5
RL,8.8,8800,Reg,AllPub,1Fam,SFoyer,6,7,1963,GasA,Y,SBrkr,10.54,1054,0,0,Typ,Attchd,4.8,480,Y,2010,WD,Abnorml,137500,137.5
RL,7.861,7861,IR1,AllPub,1Fam,2Story,6,5,2002,GasA,Y,SBrkr,8.07,807,7.02,702,Typ,Attchd,3.93,393,Y,2006,WD,Normal,183200,183.2
RL,7.227,7227,Reg,AllPub,1Fam,1.5Unf,6,6,1954,GasA,Y,SBrkr,8.32,832,0,0,Typ,Detchd,5.28,528,Y,2008,WD,Normal,105500,105.5
RL,11.694,11694,Reg,AllPub,1Fam,1Story,9,5,2007,GasA,Y,SBrkr,18.28,1828,0,0,Typ,Attchd,7.74,774,Y,2007,New,Partial,314813,314.813
RL,12.244,12244,Reg,AllPub,1Fam,2Story,8,5,2003,GasA,Y,SBrkr,14.82,1482,7.8,780,Typ,Attchd,7.49,749,Y,2008,WD,Normal,305000,305
RL,8.248,8248,Reg,AllPub,1Fam,1Story,3,3,1914,GasA,N,FuseF,8.64,864,0,0,Typ,NA,0,0,N,2008,WD,Normal,67000,67
RL,10.8,10800,Reg,AllPub,1Fam,2Story,6,7,1974,GasA,Y,SBrkr,15.48,1548,10.66,1066,Typ,Attchd,6.24,624,Y,2008,WD,Normal,240000,240
RL,7.064,7064,Reg,AllPub,1Fam,1Story,5,6,1977,GasA,Y,SBrkr,9.8,980,0,0,Typ,Detchd,4.84,484,Y,2009,WD,Normal,135000,135
FV,2.117,2117,Reg,AllPub,TwnhsE,2Story,6,5,2000,GasA,Y,SBrkr,7.56,756,7.56,756,Typ,Detchd,4.4,440,Y,2007,WD,Normal,168500,168.5
RL,10.4,10400,Reg,AllPub,1Fam,2Story,6,5,1972,GasA,Y,SBrkr,10.12,1012,7.78,778,Min2,Attchd,4.84,484,Y,2006,WD,Normal,165150,165.15
RL,10,10000,IR1,AllPub,1Fam,1Story,6,6,1962,GasA,Y,SBrkr,11.16,1116,0,0,Typ,Attchd,4.4,440,Y,2010,WD,Normal,160000,160
RL,12.342,12342,IR1,AllPub,1Fam,1Story,5,5,1960,GasA,Y,SBrkr,14.22,1422,0,0,Min1,Attchd,2.86,286,Y,2007,WD,Normal,139900,139.9
RL,9.6,9600,Reg,AllPub,1Fam,SLvl,6,6,1955,GasA,Y,SBrkr,15.2,1520,0,0,Typ,Basment,3.64,364,Y,2010,WD,Normal,153000,153
RL,11.606,11606,IR1,AllPub,1Fam,2Story,5,5,1969,GasA,Y,SBrkr,10.4,1040,10.4,1040,Typ,Attchd,5.04,504,Y,2007,WD,Family,135000,135
RL,9.02,9020,Reg,AllPub,1Fam,SLvl,6,5,1964,GasA,Y,SBrkr,13.5,1350,0,0,Typ,Attchd,5.2,520,Y,2008,WD,Normal,168500,168.5
RM,9,9000,Reg,AllPub,1Fam,2Story,5,6,1880,GasA,Y,FuseA,10.89,1089,6.61,661,Typ,Detchd,2.4,240,N,2006,WD,Abnorml,124000,124
RL,4.59,4590,Reg,AllPub,Twnhs,1Story,8,5,2006,GasA,Y,SBrkr,15.54,1554,0,0,Typ,Attchd,6.27,627,Y,2007,WD,Normal,209500,209.5
RL,11.9,11900,Reg,AllPub,1Fam,1Story,7,5,1977,GasA,Y,SBrkr,14.11,1411,0,0,Typ,Attchd,5.44,544,Y,2009,WD,Family,82500,82.5
RL,9.25,9250,Reg,AllPub,1Fam,1Story,5,7,1954,GasA,Y,SBrkr,10.56,1056,0,0,Typ,Attchd,2.6,260,Y,2007,WD,Normal,139400,139.4
RL,6.979,6979,Reg,AllPub,Duplex,SFoyer,6,5,1980,GasA,Y,SBrkr,10.56,1056,0,0,Typ,Detchd,5.76,576,Y,2010,WD,Normal,144000,144
RH,10.896,10896,Reg,AllPub,2fmCon,2.5Fin,6,7,1914,GasA,Y,FuseA,14.4,1440,14.4,1440,Typ,NA,0,0,N,2007,WD,Abnorml,200000,200
RM,6.12,6120,Reg,AllPub,1Fam,1Story,2,3,1936,Grav,N,FuseA,8,800,0,0,Maj1,NA,0,0,N,2009,ConLw,Normal,60000,60
RM,6,6000,Reg,AllPub,2fmCon,1.5Fin,5,4,1954,GasA,Y,FuseA,8.11,811,5.76,576,Typ,BuiltIn,2.56,256,Y,2009,WD,Normal,93000,93
RL,8.777,8777,Reg,AllPub,1Fam,1Story,5,7,1910,GasA,Y,FuseA,7.96,796,0,0,Typ,NA,0,0,P,2008,WD,Normal,85000,85
RL,3.982,3982,Reg,AllPub,TwnhsE,1Story,8,5,2006,GasA,Y,SBrkr,15.67,1567,0,0,Typ,Attchd,6.48,648,Y,2006,New,Partial,264561,264.561
RL,12.677,12677,IR1,AllPub,TwnhsE,1Story,8,5,2003,GasA,Y,SBrkr,15.18,1518,0,0,Typ,Attchd,5.88,588,Y,2008,WD,Normal,274000,274
FV,7.05,7050,Reg,AllPub,1Fam,2Story,7,5,2001,GasA,Y,SBrkr,10.57,1057,8.72,872,Typ,Attchd,6.5,650,Y,2007,WD,Normal,226000,226
RL,13.86,13860,Reg,AllPub,1Fam,SLvl,8,7,1972,GasA,Y,SBrkr,20,2000,7.04,704,Typ,Attchd,5.38,538,Y,2009,WD,Normal,345000,345
RL,10.793,10793,Reg,AllPub,1Fam,2Story,5,5,1969,GasA,Y,SBrkr,7.8,780,8.4,840,Min1,Attchd,4.62,462,Y,2007,WD,Normal,152000,152
FV,9.187,9187,Reg,AllPub,1Fam,1Story,9,5,2009,GasA,Y,SBrkr,17.66,1766,0,0,Typ,Attchd,4.78,478,Y,2009,New,Partial,370878,370.878
RL,10.53,10530,IR1,AllPub,1Fam,1Story,6,5,1971,GasA,Y,SBrkr,9.81,981,0,0,Typ,Detchd,5.76,576,Y,2007,WD,Normal,143250,143.25
RL,7.2,7200,Reg,AllPub,1Fam,1Story,5,5,1950,GasA,Y,SBrkr,10.48,1048,0,0,Min1,Detchd,4.2,420,Y,2008,WD,Normal,98300,98.3
RL,10.452,10452,IR1,AllPub,1Fam,1Story,6,5,1953,GasA,Y,SBrkr,10.94,1094,0,0,Typ,Attchd,4.95,495,Y,2008,WD,Normal,155000,155
RL,7.7,7700,Reg,AllPub,1Fam,2Story,6,5,1966,GasA,Y,SBrkr,10.51,1051,7.88,788,Typ,Attchd,4.42,442,Y,2010,WD,Normal,155000,155
RM,1.936,1936,Reg,AllPub,Twnhs,SFoyer,4,6,1970,GasA,Y,SBrkr,6.3,630,0,0,Typ,NA,0,0,Y,2007,WD,Normal,84500,84.5
FV,8.125,8125,Reg,AllPub,1Fam,2Story,7,6,2007,GasA,Y,SBrkr,8.22,822,8.43,843,Typ,Attchd,5.62,562,Y,2008,WD,Normal,205950,205.95
RL,9.084,9084,Reg,AllPub,1Fam,2Story,4,5,1940,GasA,Y,SBrkr,7.55,755,7.55,755,Typ,Detchd,2.96,296,P,2009,WD,Normal,108000,108
RL,8.75,8750,Reg,AllPub,1Fam,2Story,7,5,1996,GasA,Y,SBrkr,9.09,909,8.07,807,Typ,Attchd,5.12,512,Y,2009,WD,Normal,191000,191
RM,10.32,10320,Reg,AllPub,1Fam,1.5Fin,6,7,1906,GasA,Y,SBrkr,7.56,756,7.13,713,Typ,Detchd,2.16,216,Y,2008,WD,Normal,135000,135
RL,10.437,10437,IR1,AllPub,1Fam,1Story,8,6,1995,GasA,Y,SBrkr,21.13,2113,0,0,Typ,Attchd,8.39,839,Y,2008,WD,Normal,350000,350
RM,1.68,1680,Reg,AllPub,Twnhs,2Story,6,5,1971,GasA,Y,SBrkr,5.25,525,5.67,567,Typ,Detchd,2.64,264,Y,2010,WD,Family,88000,88
RL,10.007,10007,IR1,AllPub,1Fam,1Story,5,7,1959,GasA,Y,SBrkr,10.53,1053,0,0,Typ,Attchd,3.12,312,Y,2008,WD,Normal,145500,145.5
